Id,Dataset,Classifier,Measure,Type,Mean,Std
0,breast-w,kNN,G-mean,Standard,0.9621588140888717,0.02185107803273563
1,breast-w,kNN,G-mean,Normalized,0.9960405300779633,0.003978885091307954
0,breast-w,kNN,Kappa,Standard,0.9242588659638616,0.04309754083792247
1,breast-w,kNN,Kappa,Normalized,0.9963638164172924,0.003755752132278022
0,breast-w,kNN,Bal. acc.,Standard,0.962534420289855,0.02156424598962488
1,breast-w,kNN,Bal. acc.,Normalized,0.9960435909901149,0.003996409932555149
0,breast-w,kNN,Recall,Standard,0.9524166666666667,0.03878886939431065
1,breast-w,kNN,Recall,Normalized,0.95,0.03960695839886884
0,breast-w,kNN,F1-score,Standard,0.9505258911656104,0.027862786785829718
1,breast-w,kNN,F1-score,Normalized,0.9963869533120868,0.0036753452374490405
0,breast-w,kNN,MCC,Standard,0.9253845555736315,0.04243053804747478
1,breast-w,kNN,MCC,Normalized,0.9963323070274942,0.00382981109971431
0,breast-w,kNN,Precision,Standard,0.9506078511831886,0.04281752362638972
1,breast-w,kNN,Precision,Normalized,0.9850309692288302,0.013354839890049246
0,breast-w,kNN,Accuracy,Standard,0.9656624967194471,0.019764073189297356
1,breast-w,kNN,Accuracy,Normalized,0.9963881236608509,0.0038662540906280454
0,breast-w,SVM,G-mean,Standard,0.9674386471025304,0.019071236969399875
1,breast-w,SVM,G-mean,Normalized,0.9970092187471864,0.002936768768568085
0,breast-w,SVM,Kappa,Standard,0.9271990695395046,0.041027257237978294
1,breast-w,SVM,Kappa,Normalized,0.9966536127766074,0.0032802221536625455
0,breast-w,SVM,Bal. acc.,Standard,0.9677099033816425,0.018929530805444458
1,breast-w,SVM,Bal. acc.,Normalized,0.9970067880228309,0.0029697146025321076
0,breast-w,SVM,Recall,Standard,0.9710333333333332,0.03171731038057574
1,breast-w,SVM,Recall,Normalized,0.9692975206611572,0.03312109136987884
0,breast-w,SVM,F1-score,Standard,0.9529525517842876,0.02611434813294044
1,breast-w,SVM,F1-score,Normalized,0.9967518320459496,0.0031107952006714833
0,breast-w,SVM,MCC,Standard,0.9286176940638584,0.0400352097120983
1,breast-w,SVM,MCC,Normalized,0.9966664866130107,0.0032703687537704025
0,breast-w,SVM,Precision,Standard,0.9372706506941891,0.044297146103168254
1,breast-w,SVM,Precision,Normalized,0.9809517636255606,0.013868153473799265
0,breast-w,SVM,Accuracy,Standard,0.9666752106843962,0.01906784661663329
1,breast-w,SVM,Accuracy,Normalized,0.9966038279407263,0.0034630516187894957
0,breast-w,NB,G-mean,Standard,0.9627273991066899,0.020659343441312327
1,breast-w,NB,G-mean,Normalized,0.9962265255046003,0.003702205807585116
0,breast-w,NB,Kappa,Standard,0.9126044941282987,0.047227420965306945
1,breast-w,NB,Kappa,Normalized,0.9953117629053458,0.0045514444740390545
0,breast-w,NB,Bal. acc.,Standard,0.9631161835748793,0.020382693271175287
1,breast-w,NB,Bal. acc.,Normalized,0.9962321071679361,0.003708301202519292
0,breast-w,NB,Recall,Standard,0.9742999999999999,0.03081682440918704
1,breast-w,NB,Recall,Normalized,0.9726033057851241,0.03219246959609412
0,breast-w,NB,F1-score,Standard,0.9440128800617691,0.0295824623603634
1,breast-w,NB,F1-score,Normalized,0.9955333189290408,0.00418645434054321
0,breast-w,NB,MCC,Standard,0.9149725835781866,0.045199166247557786
1,breast-w,NB,MCC,Normalized,0.9953965681773169,0.004386749363161659
0,breast-w,NB,Precision,Standard,0.9176817155968581,0.051737275933148065
1,breast-w,NB,Precision,Normalized,0.9746085633518792,0.01685556508656188
0,breast-w,NB,Accuracy,Standard,0.9596624383985071,0.022301813472565494
1,breast-w,NB,Accuracy,Normalized,0.9951365706980679,0.004986178204568871
0,breast-w,GBM,G-mean,Standard,0.9576695608453971,0.02772235809588466
1,breast-w,GBM,G-mean,Normalized,0.9947697113739893,0.005722105251792347
0,breast-w,GBM,Kappa,Standard,0.9147509470383889,0.052894884026543874
1,breast-w,GBM,Kappa,Normalized,0.9952254271772988,0.004949671462170852
0,breast-w,GBM,Bal. acc.,Standard,0.9581549516908211,0.027189069624699504
1,breast-w,GBM,Bal. acc.,Normalized,0.9947817749689409,0.0056681159233705
0,breast-w,GBM,Recall,Standard,0.9477833333333335,0.047880090387921743
1,breast-w,GBM,Recall,Normalized,0.9454958677685953,0.04876276433203465
0,breast-w,GBM,F1-score,Standard,0.9442731218338579,0.03450964226043886
1,breast-w,GBM,F1-score,Normalized,0.995221916131007,0.004969367982332645
0,breast-w,GBM,MCC,Standard,0.9161089800201833,0.051955381320640696
1,breast-w,GBM,MCC,Normalized,0.9951714110805018,0.005056591333096099
0,breast-w,GBM,Precision,Standard,0.9432028180132379,0.04702375197983981
1,breast-w,GBM,Precision,Normalized,0.9826973838203785,0.014793098462091227
0,breast-w,GBM,Accuracy,Standard,0.9613705129326686,0.024080109518119765
1,breast-w,GBM,Accuracy,Normalized,0.9952637786060247,0.004997840810762963
0,breast-w,CART,G-mean,Standard,0.9271675219616472,0.03536102830176483
1,breast-w,CART,G-mean,Normalized,0.9870001260375589,0.012142328568620993
0,breast-w,CART,Kappa,Standard,0.8648200262309805,0.061050681165935254
1,breast-w,CART,Kappa,Normalized,0.9896953492140659,0.008787999863140153
0,breast-w,CART,Bal. acc.,Standard,0.9286734299516907,0.03364227690046744
1,breast-w,CART,Bal. acc.,Normalized,0.9871854012495724,0.011638539715281978
0,breast-w,CART,Recall,Standard,0.8934000000000002,0.06577103381344168
1,breast-w,CART,Recall,Normalized,0.8905785123966943,0.06561140316795279
0,breast-w,CART,F1-score,Standard,0.9101416290514724,0.0415943631163349
1,breast-w,CART,F1-score,Normalized,0.9891658114118009,0.009866914992825066
0,breast-w,CART,MCC,Standard,0.8673059992125105,0.059402336977385777
1,breast-w,CART,MCC,Normalized,0.9895197968994761,0.008983578216642644
0,breast-w,CART,Precision,Standard,0.9317412678019837,0.04883815765083715
1,breast-w,CART,Precision,Normalized,0.979110264858928,0.01560468652570582
0,breast-w,CART,Accuracy,Standard,0.9396266585017351,0.02684288138335174
1,breast-w,CART,Accuracy,Normalized,0.9901238769153209,0.008189846974938315
0,breast-w,RF,G-mean,Standard,0.9516057442078383,0.028732796821587966
1,breast-w,RF,G-mean,Normalized,0.9935744251787032,0.0072912765920026415
0,breast-w,RF,Kappa,Standard,0.9051762841190057,0.05213910189025453
1,breast-w,RF,Kappa,Normalized,0.9944557878247718,0.00565774826698603
0,breast-w,RF,Bal. acc.,Standard,0.9522320048309179,0.027957704123172424
1,breast-w,RF,Bal. acc.,Normalized,0.9936053043807056,0.007162345427915065
0,breast-w,RF,Recall,Standard,0.9361500000000003,0.052008917504597234
1,breast-w,RF,Recall,Normalized,0.9335950413223144,0.05254357687483005
0,breast-w,RF,F1-score,Standard,0.9376975364616496,0.034612266044657274
1,breast-w,RF,F1-score,Normalized,0.9943572984749455,0.005970901699675284
0,breast-w,RF,MCC,Standard,0.9065661690284367,0.05124945175309998
1,breast-w,RF,MCC,Normalized,0.9943650407821529,0.005839012875515939
0,breast-w,RF,Precision,Standard,0.9417855755438965,0.04338821042481403
1,breast-w,RF,Precision,Normalized,0.9823375465888837,0.013523433844177502
0,breast-w,RF,Accuracy,Standard,0.9572295512203658,0.023382109353874934
1,breast-w,RF,Accuracy,Normalized,0.9945782243108446,0.005475446350536378
0,breast-w,LR,G-mean,Standard,0.9627042627787356,0.023300080085683003
1,breast-w,LR,G-mean,Normalized,0.9959959667981056,0.004115531146505621
0,breast-w,LR,Kappa,Standard,0.9265917769720029,0.04497389040635
1,breast-w,LR,Kappa,Normalized,0.996453123030663,0.0037205928174966355
0,breast-w,LR,Bal. acc.,Standard,0.9630838164251208,0.022924521877136117
1,breast-w,LR,Bal. acc.,Normalized,0.9960077603125732,0.004088870536555054
0,breast-w,LR,Recall,Standard,0.9511000000000002,0.04014226091180107
1,breast-w,LR,Recall,Normalized,0.9485950413223142,0.04097923696419792
0,breast-w,LR,F1-score,Standard,0.9519225462346311,0.029228119023100525
1,breast-w,LR,F1-score,Normalized,0.9964554637281908,0.0036609712802713698
0,breast-w,LR,MCC,Standard,0.9276027514104364,0.04425925036616229
1,breast-w,LR,MCC,Normalized,0.9964224238823169,0.0037692537223324115
0,breast-w,LR,Precision,Standard,0.9545606720754398,0.04138062146804345
1,breast-w,LR,Precision,Normalized,0.9862450710311674,0.01286695573764872
0,breast-w,LR,Accuracy,Standard,0.9667994926078208,0.020529689862394857
1,breast-w,LR,Accuracy,Normalized,0.9964935450764328,0.0038152455181659204
2,yeast,kNN,G-mean,Standard,0.34341931376211493,0.2491872860496433
3,yeast,kNN,G-mean,Normalized,0.41236482137109753,0.28851519097608413
2,yeast,kNN,Kappa,Standard,0.25040039068209846,0.2064583576611808
3,yeast,kNN,Kappa,Normalized,0.7894186514322495,0.24117628511906958
2,yeast,kNN,Bal. acc.,Standard,0.58827331002331,0.07703400096249403
3,yeast,kNN,Bal. acc.,Normalized,0.6478856882308764,0.12140133981220316
2,yeast,kNN,Recall,Standard,0.18066666666666667,0.1532739015256312
3,yeast,kNN,Recall,Normalized,0.19249999999999998,0.14750125363021566
2,yeast,kNN,F1-score,Standard,0.26031746031746034,0.20699456468959643
3,yeast,kNN,F1-score,Normalized,0.6499569520437721,0.4332127031335243
2,yeast,kNN,MCC,Standard,0.29483761094233957,0.23489288917125165
3,yeast,kNN,MCC,Normalized,0.8001182813002896,0.22186446572955312
2,yeast,kNN,Precision,Standard,0.5416666666666667,0.42532667183916145
3,yeast,kNN,Precision,Normalized,0.6808412455745093,0.45395081933031245
2,yeast,kNN,Accuracy,Standard,0.9678597254973091,0.007836677700512341
3,yeast,kNN,Accuracy,Normalized,0.9833723581160819,0.007271207594075189
2,yeast,SVM,G-mean,Standard,0.0,0.0
3,yeast,SVM,G-mean,Normalized,0.0199147087222401,3.469446951953614e-18
2,yeast,SVM,Kappa,Standard,0.0,0.0
3,yeast,SVM,Kappa,Normalized,0.5000134105782639,2.220446049250313e-16
2,yeast,SVM,Bal. acc.,Standard,0.5,0.0
3,yeast,SVM,Bal. acc.,Normalized,0.5000134105782639,2.220446049250313e-16
2,yeast,SVM,Recall,Standard,0.0,0.0
3,yeast,SVM,Recall,Normalized,0.019230769230769225,6.938893903907228e-18
2,yeast,SVM,F1-score,Standard,0.0,0.0
3,yeast,SVM,F1-score,Normalized,0.019230769230769225,6.938893903907228e-18
2,yeast,SVM,MCC,Standard,0.0,0.0
3,yeast,SVM,MCC,Normalized,0.5000134105782639,2.220446049250313e-16
2,yeast,SVM,Precision,Standard,0.0,0.0
3,yeast,SVM,Precision,Normalized,0.019230769230769225,6.938893903907228e-18
2,yeast,SVM,Accuracy,Standard,0.9656399419553778,0.0018821063457256596
3,yeast,SVM,Accuracy,Normalized,0.9817267460572902,0.0019472159639523543
2,yeast,NB,G-mean,Standard,0.34374107714970914,0.06032935274405483
3,yeast,NB,G-mean,Normalized,0.37526351786289025,0.08481156690779995
2,yeast,NB,Kappa,Standard,0.007092143870870521,0.007088097016899791
3,yeast,NB,Kappa,Normalized,0.545630431284197,0.04790949726240845
2,yeast,NB,Bal. acc.,Standard,0.5442630147630149,0.04585289462044551
3,yeast,NB,Bal. acc.,Normalized,0.5817310374423346,0.08405027718128363
2,yeast,NB,Recall,Standard,0.9623333333333334,0.07783957862167547
3,yeast,NB,Recall,Normalized,0.9601923076923076,0.08227780729920127
2,yeast,NB,F1-score,Standard,0.07273594600277086,0.007898001401403964
3,yeast,NB,F1-score,Normalized,0.5588466902692845,0.05464050483718363
2,yeast,NB,MCC,Standard,0.0455125788141607,0.058440053515552134
3,yeast,NB,MCC,Normalized,0.5962223742087759,0.11715840833706774
2,yeast,NB,Precision,Standard,0.037803654267104414,0.004177958288992154
3,yeast,NB,Precision,Normalized,0.5428383488896041,0.053566993396534174
2,yeast,NB,Accuracy,Standard,0.15493166455045648,0.03953169346491355
3,yeast,NB,Accuracy,Normalized,0.1428661087866109,0.040835626259119656
2,yeast,GBM,G-mean,Standard,0.45953739023203705,0.22636089150976316
3,yeast,GBM,G-mean,Normalized,0.5486897865035941,0.2648663352401196
2,yeast,GBM,Kappa,Standard,0.3139038078643203,0.19411869735198253
3,yeast,GBM,Kappa,Normalized,0.861132523334406,0.2089487432434109
2,yeast,GBM,Bal. acc.,Standard,0.6274732905982906,0.08432880041161966
3,yeast,GBM,Bal. acc.,Normalized,0.7066261667203088,0.12371197593563735
2,yeast,GBM,Recall,Standard,0.26499999999999996,0.1680195094492171
3,yeast,GBM,Recall,Normalized,0.2740384615384615,0.16182152397410482
2,yeast,GBM,F1-score,Standard,0.32900288600288596,0.19224474118789261
3,yeast,GBM,F1-score,Normalized,0.7973071558845619,0.34101909668756375
2,yeast,GBM,MCC,Standard,0.33831765158229266,0.2048880209554508
3,yeast,GBM,MCC,Normalized,0.8600815363158457,0.17953955699954982
2,yeast,GBM,Precision,Standard,0.502,0.3193855211356819
3,yeast,GBM,Precision,Normalized,0.8272590119085936,0.35303450991901875
2,yeast,GBM,Accuracy,Standard,0.9650277949090029,0.009560734199827076
3,yeast,GBM,Accuracy,Normalized,0.9805888584915783,0.009219642814430778
2,yeast,CART,G-mean,Standard,0.5146976548666645,0.2316529414372223
3,yeast,CART,G-mean,Normalized,0.6132838482995386,0.2704528928466139
2,yeast,CART,Kappa,Standard,0.2824858297937791,0.17743953169854437
3,yeast,CART,Kappa,Normalized,0.8533500965561633,0.21564364866195546
2,yeast,CART,Bal. acc.,Standard,0.6503367327117328,0.09595616142793423
3,yeast,CART,Bal. acc.,Normalized,0.7353791170475273,0.13639700338454558
2,yeast,CART,Recall,Standard,0.32733333333333337,0.19168144870533968
3,yeast,CART,Recall,Normalized,0.33403846153846145,0.1844280900898808
2,yeast,CART,F1-score,Standard,0.3067775002775003,0.17331936792958438
3,yeast,CART,F1-score,Normalized,0.8105215373886919,0.3096913869276154
2,yeast,CART,MCC,Standard,0.28689061486569917,0.17980897208236266
3,yeast,CART,MCC,Normalized,0.8409690483853665,0.17077160679541534
2,yeast,CART,Precision,Standard,0.30484595959595956,0.18322284093554866
3,yeast,CART,Precision,Normalized,0.8330759843364448,0.31605233335750754
2,yeast,CART,Accuracy,Standard,0.9511454743333939,0.013411703310908022
3,yeast,CART,Accuracy,Normalized,0.9666815524085399,0.013747522341457204
2,yeast,RF,G-mean,Standard,0.2742479630013325,0.25260168112895504
3,yeast,RF,G-mean,Normalized,0.33186916639845504,0.2897490466955665
2,yeast,RF,Kappa,Standard,0.1914756613057762,0.19440490955290007
3,yeast,RF,Kappa,Normalized,0.7312693112327002,0.24908160585128616
2,yeast,RF,Bal. acc.,Standard,0.5676689005439005,0.07304303983561898
3,yeast,RF,Bal. acc.,Normalized,0.6145711297071129,0.1172045162271826
2,yeast,RF,Recall,Standard,0.13966666666666666,0.14626422058118735
3,yeast,RF,Recall,Normalized,0.15326923076923077,0.14067291261360615
2,yeast,RF,F1-score,Standard,0.20056349206349203,0.19619356777627825
3,yeast,RF,F1-score,Normalized,0.5359382040553589,0.45838263217613207
2,yeast,RF,MCC,Standard,0.2280478633877948,0.22666544795656599
3,yeast,RF,MCC,Normalized,0.7424191342130672,0.23060051044367558
2,yeast,RF,Precision,Standard,0.42933333333333334,0.42878458720227125
3,yeast,RF,Precision,Normalized,0.5631152773307585,0.48219548175777316
2,yeast,RF,Accuracy,Standard,0.9662435395126668,0.007338350495872115
3,yeast,RF,Accuracy,Normalized,0.9819608947537819,0.007064295499290002
2,yeast,LR,G-mean,Standard,0.2615656441448304,0.24257962520492257
3,yeast,LR,G-mean,Normalized,0.3170095751528806,0.27779083996499604
2,yeast,LR,Kappa,Standard,0.1841707653889618,0.18562111942475326
3,yeast,LR,Kappa,Normalized,0.7331506812573756,0.23997650685405958
2,yeast,LR,Bal. acc.,Standard,0.5623322649572651,0.06438356203547582
3,yeast,LR,Bal. acc.,Normalized,0.6076841272395666,0.10769534437285617
2,yeast,LR,Recall,Standard,0.12766666666666665,0.12884573032204918
3,yeast,LR,Recall,Normalized,0.14173076923076922,0.12390511616011217
2,yeast,LR,F1-score,Standard,0.19182539682539684,0.18815485291973919
3,yeast,LR,F1-score,Normalized,0.5261381557772771,0.45880138297152856
2,yeast,LR,MCC,Standard,0.22564467007039027,0.22457586338366625
3,yeast,LR,MCC,Normalized,0.7409592586632335,0.22913206602516503
2,yeast,LR,Precision,Standard,0.44666666666666666,0.44899888641287294
3,yeast,LR,Precision,Normalized,0.5542954082180023,0.4840669414554052
2,yeast,LR,Accuracy,Standard,0.9671201160892435,0.006386885213721904
3,yeast,LR,Accuracy,Normalized,0.9828669134213066,0.006047150252249581
4,transfusion,kNN,G-mean,Standard,0.5454311353318981,0.08807788932446478
5,transfusion,kNN,G-mean,Normalized,0.6526504850548023,0.11686345669719914
4,transfusion,kNN,Kappa,Standard,0.27184078314681553,0.12287879853271379
5,transfusion,kNN,Kappa,Normalized,0.7617927350006888,0.09238640419290935
4,transfusion,kNN,Bal. acc.,Standard,0.6200971792225662,0.054329982824578064
5,transfusion,kNN,Bal. acc.,Normalized,0.7048140459277041,0.08247766132063665
4,transfusion,kNN,Recall,Standard,0.33879084967320267,0.10062712388530919
5,transfusion,kNN,Recall,Normalized,0.3399999999999999,0.09974554167583902
4,transfusion,kNN,F1-score,Standard,0.40585528026078704,0.10641912112016762
5,transfusion,kNN,F1-score,Normalized,0.6389118243176765,0.16714997789885536
4,transfusion,kNN,MCC,Standard,0.284809763143213,0.128625798198451
5,transfusion,kNN,MCC,Normalized,0.7414347980086188,0.09700076594963361
4,transfusion,kNN,Precision,Standard,0.5263318261919352,0.14105107494717634
5,transfusion,kNN,Precision,Normalized,0.8369034219484837,0.09156137526453875
4,transfusion,kNN,Accuracy,Standard,0.7681819819819818,0.04107134462619233
5,transfusion,kNN,Accuracy,Normalized,0.8476845274405242,0.04957974722885544
4,transfusion,SVM,G-mean,Standard,0.38126744843129023,0.11372299555380638
5,transfusion,SVM,G-mean,Normalized,0.42993870402802103,0.1501322359536636
4,transfusion,SVM,Kappa,Standard,0.1757680352123294,0.1019054399439982
5,transfusion,SVM,Kappa,Normalized,0.6859905743914677,0.09397027551623761
4,transfusion,SVM,Bal. acc.,Standard,0.5665832473340214,0.04071402868805051
5,transfusion,SVM,Bal. acc.,Normalized,0.6205981030716858,0.06923674896143857
4,transfusion,SVM,Recall,Standard,0.16369281045751635,0.08258098807083682
5,transfusion,SVM,Recall,Normalized,0.1656741573033708,0.08270264007832372
4,transfusion,SVM,F1-score,Standard,0.2520999039930021,0.1098583136947655
5,transfusion,SVM,F1-score,Normalized,0.3856815364332238,0.18167788869540366
4,transfusion,SVM,MCC,Standard,0.23439950766643008,0.12302757862245908
5,transfusion,SVM,MCC,Normalized,0.7034655345441668,0.10150312857485108
4,transfusion,SVM,Precision,Standard,0.6428879731379731,0.23554620061149387
5,transfusion,SVM,Precision,Normalized,0.8627719947263819,0.18470998562882035
4,transfusion,SVM,Accuracy,Standard,0.7786234234234236,0.025082097421677677
5,transfusion,SVM,Accuracy,Normalized,0.862269426789193,0.030659964961803676
4,transfusion,NB,G-mean,Standard,0.4118597849432261,0.10472716669084
5,transfusion,NB,G-mean,Normalized,0.47087024538066463,0.14329140720859176
4,transfusion,NB,Kappa,Standard,0.14868069672731998,0.12258807758771288
5,transfusion,NB,Kappa,Normalized,0.6559219976780339,0.11698189541861084
4,transfusion,NB,Bal. acc.,Standard,0.559984520123839,0.04996599326534488
5,transfusion,NB,Bal. acc.,Normalized,0.6077054841693068,0.08504494620162104
4,transfusion,NB,Recall,Standard,0.1947058823529412,0.086909895385073
5,transfusion,NB,Recall,Normalized,0.1968539325842697,0.0871526325820921
4,transfusion,NB,F1-score,Standard,0.268008195701979,0.11069667836875988
5,transfusion,NB,F1-score,Normalized,0.410571734981011,0.18086323955612374
4,transfusion,NB,MCC,Standard,0.17167635804103312,0.1401194521803759
5,transfusion,NB,MCC,Normalized,0.6494639800074776,0.11557236578396875
4,transfusion,NB,Precision,Standard,0.46432253857253847,0.1936092265389607
5,transfusion,NB,Precision,Normalized,0.7559871307975365,0.19372230643549226
4,transfusion,NB,Accuracy,Standard,0.7522684684684684,0.039262448621598424
5,transfusion,NB,Accuracy,Normalized,0.8284728152856214,0.04883487264459861
4,transfusion,GBM,G-mean,Standard,0.5016084298087421,0.09084028607587137
5,transfusion,GBM,G-mean,Normalized,0.5946579035400145,0.12402553995516812
4,transfusion,GBM,Kappa,Standard,0.23868752372701885,0.11485488674182862
5,transfusion,GBM,Kappa,Normalized,0.737669375627226,0.09539900123863355
4,transfusion,GBM,Bal. acc.,Standard,0.6011136910904713,0.050133932177823956
5,transfusion,GBM,Bal. acc.,Normalized,0.6762646844684075,0.0796984097544892
4,transfusion,GBM,Recall,Standard,0.28310457516339865,0.09558994468054273
5,transfusion,GBM,Recall,Normalized,0.2852247191011236,0.09530996151528413
4,transfusion,GBM,F1-score,Standard,0.3623065218171048,0.10408780069254416
5,transfusion,GBM,F1-score,Normalized,0.5703842066943465,0.1707492610301217
4,transfusion,GBM,MCC,Standard,0.25969374311909155,0.12290461319370422
5,transfusion,GBM,MCC,Normalized,0.7232219248706191,0.09715692690146413
4,transfusion,GBM,Precision,Standard,0.5339089684824978,0.15007208876333702
5,transfusion,GBM,Precision,Normalized,0.8363483146067413,0.11403880599707011
4,transfusion,GBM,Accuracy,Standard,0.7684522522522523,0.03678561042919041
5,transfusion,GBM,Accuracy,Normalized,0.8488696156949174,0.04525725424224643
4,transfusion,CART,G-mean,Standard,0.5040823233364179,0.07193471886151942
5,transfusion,CART,G-mean,Normalized,0.5991735374564633,0.09735194777982085
4,transfusion,CART,Kappa,Standard,0.1653014726970929,0.09689048330866105
5,transfusion,CART,Kappa,Normalized,0.6772607686101655,0.09091993782402735
4,transfusion,CART,Bal. acc.,Standard,0.5770037839697282,0.04614337623803659
5,transfusion,CART,Bal. acc.,Normalized,0.6374627599913419,0.07698947474441349
4,transfusion,CART,Recall,Standard,0.307516339869281,0.0896241457689045
5,transfusion,CART,Recall,Normalized,0.30938202247191016,0.08889286272135477
4,transfusion,CART,F1-score,Standard,0.3386242084733443,0.07989931656506835
5,transfusion,CART,F1-score,Normalized,0.5315600464393239,0.13956895104049472
4,transfusion,CART,MCC,Standard,0.16937612706872635,0.09872896176175125
5,transfusion,CART,MCC,Normalized,0.6508578484425116,0.0845679240468619
4,transfusion,CART,Precision,Standard,0.39048835335369525,0.09221349410623299
5,transfusion,CART,Precision,Normalized,0.7336597532418976,0.10767901473591557
4,transfusion,CART,Accuracy,Standard,0.718781981981982,0.03986124884093772
5,transfusion,CART,Accuracy,Normalized,0.7858996635116786,0.05175363371048022
4,transfusion,RF,G-mean,Standard,0.4907086565415258,0.0813449963586689
5,transfusion,RF,G-mean,Normalized,0.5803099234538264,0.11194809146411898
4,transfusion,RF,Kappa,Standard,0.18329460024118918,0.10905572900770714
5,transfusion,RF,Kappa,Normalized,0.691287707353549,0.09946681553799161
4,transfusion,RF,Bal. acc.,Standard,0.5811248710010319,0.04870447999512815
5,transfusion,RF,Bal. acc.,Normalized,0.6438970660579705,0.0811204463940025
4,transfusion,RF,Recall,Standard,0.2813725490196078,0.09088786990326593
5,transfusion,RF,Recall,Normalized,0.2832022471910113,0.09019993153004185
4,transfusion,RF,F1-score,Standard,0.3350823553779261,0.09268999035940333
5,transfusion,RF,F1-score,Normalized,0.5255599283732463,0.1599798495355122
4,transfusion,RF,MCC,Standard,0.19263752109436516,0.11463595849852222
5,transfusion,RF,MCC,Normalized,0.6694875932230072,0.0960908823104225
4,transfusion,RF,Precision,Standard,0.4336874680187373,0.12515539401280432
5,transfusion,RF,Precision,Normalized,0.7641208996635117,0.1229956564416785
4,transfusion,RF,Accuracy,Standard,0.7388468468468469,0.03939271989816863
5,transfusion,RF,Accuracy,Normalized,0.8115520769790825,0.05031312568810079
4,transfusion,LR,G-mean,Standard,0.31145700614467414,0.12575210046331955
5,transfusion,LR,G-mean,Normalized,0.3379519471063972,0.15363174344522368
4,transfusion,LR,Kappa,Standard,0.12260489011901488,0.09053363414206186
5,transfusion,LR,Kappa,Normalized,0.6363757649697948,0.09324595838727559
4,transfusion,LR,Bal. acc.,Standard,0.5451281389748882,0.03410113656984661
5,transfusion,LR,Bal. acc.,Normalized,0.5836730356756332,0.061082879455808696
4,transfusion,LR,Recall,Standard,0.11604575163398692,0.06822711586730199
5,transfusion,LR,Recall,Normalized,0.11786516853932584,0.06796118291743775
4,transfusion,LR,F1-score,Standard,0.18762587386340251,0.10140822718533835
5,transfusion,LR,F1-score,Normalized,0.2804554398945276,0.1611888932418182
4,transfusion,LR,MCC,Standard,0.179750908948095,0.12367315457526343
5,transfusion,LR,MCC,Normalized,0.6584857041657648,0.105506554174529
4,transfusion,LR,Precision,Standard,0.5983253968253969,0.2866172217153474
5,transfusion,LR,Precision,Normalized,0.8036451917589876,0.2777930850894659
4,transfusion,LR,Accuracy,Standard,0.7709945945945946,0.02206666571037435
